level,episode_idx,episode,type,moves,target_score,goal_text,goal_icons,goal_nums,difficulty,difficulty_rank,remarks
625,43,Taffy_Tropics,Order,26,10900,: 75 : 19,Icing order new.png|Liquorice Swirl order.png,75|19,Medium,4,
626,43,Taffy_Tropics,Ingredients,25,60000,: 8,Gummi Dragon order.png,8,Very easy,1,
627,43,Taffy_Tropics,Jelly,20,68000,: 140,Single jelly-removebg-preview (1).png,140,Extremely hard,8,
628,43,Taffy_Tropics,Mixed,25,32000,: 130 : 55 : 10,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Jelly Fish order 2.png,130|55|10,Very easy,1,
629,43,Taffy_Tropics,Ingredients,21,100000,: 10,Gummi Dragon order.png,10,Extremely hard,8,
630,43,Taffy_Tropics,Order,20,23400,: 199,Bubblegum Pop order.png,199,Nearly impossible,9,
631,43,Taffy_Tropics,Mixed,25,95000,: 78 : 9 : 6,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,78|9|6,Somewhat easy,3,
632,43,Taffy_Tropics,Mixed,25,138500,: 177 : 36,Single jelly-removebg-preview (1).png|Liquorice Swirl order.png,177|36,Somewhat easy,3,
633,43,Taffy_Tropics,Ingredients,21,50000,: 7,Gummi Dragon order.png,7,Very easy,1,
634,43,Taffy_Tropics,Jelly,22,75000,: 65 : 14,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,65|14,Easy,2,
635,43,Taffy_Tropics,Order,24,17000,: 56 : 60 : 36,One-layered Toffee Swirl.png|Bubblegum Pop order.png|Icing order new.png,56|60|36,Medium,4,
636,44,Glazed_Grove,Ingredients,28,330000,: 33,Gummi Dragon order.png,33,Medium,4,
637,44,Glazed_Grove,Mixed,19,110000,: 26 : 58 : 10,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,26|58|10,Very hard,7,
638,44,Glazed_Grove,Mixed,24,20000,: 45 : 14,Double jelly-removebg-preview.png|Yellowcandy order.png,45|14,Medium,4,
639,44,Glazed_Grove,Jelly,20,93500,: 218,Single jelly-removebg-preview (1).png,218,Nearly impossible,9,
640,44,Glazed_Grove,Order,23,12000,: 129,Multilayered frosting 2024 FTUE order.png,129,Very hard,7,
641,44,Glazed_Grove,Ingredients,21,50000,: 5,Gummi Dragon order.png,5,Very hard,7,
642,44,Glazed_Grove,Mixed,28,55000,: 91 : 4,Single jelly-removebg-preview (1).png|Gummi Dragon order.png,91|4,Hard,6,
643,44,Glazed_Grove,Order,26,20000,: 20,One-layered Toffee Swirl.png,20,Very hard,7,
644,44,Glazed_Grove,Ingredients,20,40000,: 6,Gummi Dragon order.png,6,Extremely hard,8,
645,44,Glazed_Grove,Mixed,23,177200,: 81 : 144,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,81|144,Nearly impossible,9,The difficulty of this level used to depend on where the ingredient spawned
646,44,Glazed_Grove,Jelly,20,100000,: 50,Double jelly-removebg-preview.png,50,Hard,6,
647,44,Glazed_Grove,Order,20,13000,: 44 : 30,Bubblegum Pop order.png|Multilayered frosting 2024 FTUE order.png,44|30,Very hard,7,
648,44,Glazed_Grove,Mixed,20,158000,: 51 : 3,Double jelly-removebg-preview.png|Gummi Dragon order.png,51|3,Hard,6,
649,44,Glazed_Grove,Jelly,21,132000,: 104 : 54,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,104|54,Nearly impossible,9,
650,44,Glazed_Grove,Order,30,11000,: 48 : 64,One-layered Toffee Swirl.png|Bubblegum Pop order.png,48|64,Extremely hard,8,
651,45,Fizzy_Falls,Ingredients,25,180000,: 18,Gummi Dragon order.png,18,Easy,2,
652,45,Fizzy_Falls,Jelly,20,160000,: 71,Double jelly-removebg-preview.png,71,Extremely hard,8,
653,45,Fizzy_Falls,Order,20,9000,: 44 : 10,Bubblegum Pop order.png|Icing order new.png,44|10,Very hard,7,
654,45,Fizzy_Falls,Order,20,20000,: 2,Gummi Dragon order.png,2,Extremely hard,8,
655,45,Fizzy_Falls,Jelly,21,96000,: 416,Single jelly-removebg-preview (1).png,416,Extremely hard,8,
656,45,Fizzy_Falls,Order,25,14300,: 108 : 38,One-layered Toffee Swirl.png|Bubblegum Pop order.png,108|38,Very hard,7,
657,45,Fizzy_Falls,Mixed,20,10000,: 66 : 70 : 47,Double jelly-removebg-preview.png|Icing order new.png|Bubblegum Pop order.png,66|70|47,Extremely hard,8,
658,45,Fizzy_Falls,Ingredients,25,300000,: 30,Gummi Dragon order.png,30,Very easy,1,
659,45,Fizzy_Falls,Order,20,30000,: 108 : 64 : 100,Icing order new.png|Bubblegum Pop order.png|Redcandy order.png,108|64|100,Extremely hard,8,
660,45,Fizzy_Falls,Mixed,20,131600,: 284 : 16 : 64,Single jelly-removebg-preview (1).png|One-layered Jelly Jar.png|One-layered Toffee Swirl.png,284|16|64,Nearly impossible,9,
661,45,Fizzy_Falls,Ingredients,20,80000,: 8,Gummi Dragon order.png,8,Somewhat easy,3,
662,45,Fizzy_Falls,Jelly,20,125000,: 17 : 54,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,17|54,Extremely hard,8,
663,45,Fizzy_Falls,Order,25,5000,: 50,One-layered Toffee Swirl.png,50,Somewhat easy,3,
664,45,Fizzy_Falls,Ingredients,21,50000,: 5,Gummi Dragon order.png,5,Very hard,7,
665,45,Fizzy_Falls,Mixed,25,174000,: 130 : 27 : 9,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,130|27|9,Extremely hard,8,
666,46,Crunchy_Courtyard,Order,25,18000,: 90 : 90,Bluecandy order.png|One-layered Toffee Swirl.png,90|90,Easy,2,
667,46,Crunchy_Courtyard,Jelly,20,150000,: 72,Double jelly-removebg-preview.png,72,Extremely hard,8,
668,46,Crunchy_Courtyard,Order,23,7500,: 85,Greencandy order.png,85,Easy,2,
669,46,Crunchy_Courtyard,Ingredients,22,40000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
670,46,Crunchy_Courtyard,Order,20,15000,: 190,One-layered Toffee Swirl.png,190,Nearly impossible,9,
671,46,Crunchy_Courtyard,Jelly,23,116000,: 58,Double jelly-removebg-preview.png,58,Very hard,7,
672,46,Crunchy_Courtyard,Order,20,20000,: 200,Orangecandy order.png,200,Hard,6,
673,46,Crunchy_Courtyard,Ingredients,25,20000,: 2,Gummi Dragon order.png,2,Hard,6,
674,46,Crunchy_Courtyard,Order,20,22000,: 150 : 15,Purplecandy order.png|Color bomb (trans).png,150|15,Very hard,7,
675,46,Crunchy_Courtyard,Mixed,20,78100,: 63 : 180,Single jelly-removebg-preview (1).png|One-layered Toffee Swirl.png,63|180,Nearly impossible,9,
676,46,Crunchy_Courtyard,Ingredients,23,10000,: 1,Gummi Dragon order.png,1,Very hard,7,
677,46,Crunchy_Courtyard,Order,24,20000,: 175,Redcandy order.png,175,Extremely hard,8,
678,46,Crunchy_Courtyard,Mixed,25,135000,: 130 : 28 : 5,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,130|28|5,Somewhat hard,5,
679,46,Crunchy_Courtyard,Ingredients,20,230000,: 25,Gummi Dragon order.png,25,Extremely hard,8,
680,46,Crunchy_Courtyard,Order,20,20000,: 16 : 55 : 57,Yellowcandy order.png|Bubblegum Pop order.png|Icing order new.png,16|55|57,Extremely hard,8,
681,47,Choco_Rio_Grande,Jelly,25,168000,: 104 : 72,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,104|72,Very easy,1,
682,47,Choco_Rio_Grande,Mixed,24,210000,: 75 : 6,Double jelly-removebg-preview.png|Gummi Dragon order.png,75|6,Extremely hard,8,
683,47,Choco_Rio_Grande,Order,25,10000,: 100,Bubblegum Pop order.png,100,Very easy,1,
684,47,Choco_Rio_Grande,Jelly,29,155000,: 117 : 66,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,117|66,Extremely hard,8,
685,47,Choco_Rio_Grande,Mixed,21,24500,: 52 : 138,Single jelly-removebg-preview (1).png|One-layered Toffee Swirl.png,52|138,Extremely hard,8,
686,47,Choco_Rio_Grande,Ingredients,25,180000,: 18,Gummi Dragon order.png,18,Very easy,1,
687,47,Choco_Rio_Grande,Order,20,14000,: 60 : 50 : 30,Bubblegum Pop order.png|Purplecandy order.png|Chocolate order.png,60|50|30,Very hard,7,
688,47,Choco_Rio_Grande,Mixed,25,120000,: 20 : 30 : 6,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,20|30|6,Very easy,1,
689,47,Choco_Rio_Grande,Mixed,20,160000,: 75 : 133,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,75|133,Extremely hard,8,
690,47,Choco_Rio_Grande,Jelly,24,45000,: 390,Single jelly-removebg-preview (1).png,390,Extremely hard,8,
691,47,Choco_Rio_Grande,Order,25,9700,: 1 : 80 : 16,Cake Bomb order.png|Multilayered frosting 2024 FTUE order.png|Liquorice Swirl order.png,1|80|16,Easy,2,
692,47,Choco_Rio_Grande,Mixed,23,190000,: 208 : 63 : 2,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,208|63|2,Extremely hard,8,
693,47,Choco_Rio_Grande,Ingredients,30,60000,: 6,Gummi Dragon order.png,6,Easy,2,
694,47,Choco_Rio_Grande,Jelly,24,145000,: 60 : 50,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,60|50,Very hard,7,
695,47,Choco_Rio_Grande,Order,22,18000,: 120 : 35,Multilayered frosting 2024 FTUE order.png|Liquorice Swirl order.png,120|35,Nearly impossible,9,
696,48,Toffee_Tower,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Very hard,7,Formerly had the most moves in the game
697,48,Toffee_Tower,Jelly,21,141000,: 13 : 69,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,13|69,Nearly impossible,9,
698,48,Toffee_Tower,Order,25,10000,: 5 : 100,Chocolate order.png|Bluecandy order.png,5|100,Easy,2,
699,48,Toffee_Tower,Mixed,20,168000,: 64 : 4,Double jelly-removebg-preview.png|Gummi Dragon order.png,64|4,Very hard,7,
700,48,Toffee_Tower,Mixed,35,120000,: 52 : 56 : 10 : 10,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Jelly Fish order 2.png|Chocolate order.png,52|56|10|10,Very hard,7,
701,48,Toffee_Tower,Ingredients,28,240000,: 24,Gummi Dragon order.png,24,Somewhat hard,5,
702,48,Toffee_Tower,Order,19,5800,: 35 : 48 : 47,Bubblegum Pop order.png|Icing order new.png|One-layered Toffee Swirl.png,35|48|47,Extremely hard,8,
703,48,Toffee_Tower,Jelly,20,91000,: 39 : 41,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,39|41,Variable,,
704,48,Toffee_Tower,Mixed,20,120000,: 64 : 120,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,64|120,Nearly impossible,9,
705,48,Toffee_Tower,Mixed,23,165000,: 69 : 3,Double jelly-removebg-preview.png|Gummi Dragon order.png,69|3,Nearly impossible,9,
706,48,Toffee_Tower,Order,25,11500,: 75 : 40,Bubblegum Pop order.png|One-layered Toffee Swirl.png,75|40,Easy,2,
707,48,Toffee_Tower,Mixed,20,154500,: 39 : 69 : 67,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,39|69|67,Nearly impossible,9,
708,48,Toffee_Tower,Ingredients,23,30000,: 3,Gummi Dragon order.png,3,Hard,6,
709,48,Toffee_Tower,Jelly,21,150000,: 78,Double jelly-removebg-preview.png,78,Nearly impossible,9,
710,48,Toffee_Tower,Order,20,1200,: 12 : 48,Liquorice Swirl order.png|Icing order new.png,12|48,Extremely hard,8,
711,49,Boneyard_Bonanza,Ingredients,20,10000,: 3,Gummi Dragon order.png,3,Very easy,1,are introduced
712,49,Boneyard_Bonanza,Order,30,8000,: 80,Rainbow Twist order.png,80,Very easy,1,
713,49,Boneyard_Bonanza,Jelly,28,10000,: 55 : 2,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,55|2,Very easy,1,Was almost impossible to earn three stars.
714,49,Boneyard_Bonanza,Mixed,23,180000,: 66 : 5,Double jelly-removebg-preview.png|Gummi Dragon order.png,66|5,Extremely hard,8,
715,49,Boneyard_Bonanza,Order,24,6800,: 68,Multilayered frosting 2024 FTUE order.png,68,Nearly impossible,9,
716,49,Boneyard_Bonanza,Ingredients,28,30000,: 3,Gummi Dragon order.png,3,Very easy,1,
717,49,Boneyard_Bonanza,Jelly,20,80000,: 26 : 44,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,26|44,Extremely hard,8,
718,49,Boneyard_Bonanza,Mixed,23,130000,: 65 : 10,Double jelly-removebg-preview.png|Jelly Fish order 2.png,65|10,Very hard,7,
719,49,Boneyard_Bonanza,Ingredients,19,40000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
720,49,Boneyard_Bonanza,Order,23,21700,: 160 : 17,One-layered Toffee Swirl.png|Liquorice Swirl order.png,160|17,Somewhat hard,5,
721,49,Boneyard_Bonanza,Mixed,25,99000,: 25 : 27 : 2,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,25|27|2,Somewhat easy,3,
722,49,Boneyard_Bonanza,Mixed,23,188500,: 65 : 81 : 103,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,65|81|103,Nearly impossible,9,
723,49,Boneyard_Bonanza,Ingredients,24,50000,: 5,Gummi Dragon order.png,5,Very hard,7,
724,49,Boneyard_Bonanza,Jelly,20,70500,: 102,Single jelly-removebg-preview (1).png,102,Very hard,7,
725,49,Boneyard_Bonanza,Order,28,15000,: 151,One-layered Toffee Swirl.png,151,Nearly impossible,9,The last Timed level that was released in 2014
726,50,Marshmallow_Mountains,Ingredients,24,20000,: 8,Gummi Dragon order.png,8,Hard,6,
727,50,Marshmallow_Mountains,Mixed,25,110000,: 45 : 2,Double jelly-removebg-preview.png|Gummi Dragon order.png,45|2,Extremely hard,8,
728,50,Marshmallow_Mountains,Order,21,50000,: 500,Redcandy order.png,500,Easy,2,
729,50,Marshmallow_Mountains,Jelly,24,142000,: 71,Double jelly-removebg-preview.png,71,Extremely hard,8,
730,50,Marshmallow_Mountains,Mixed,27,12100,: 52 : 61,Single jelly-removebg-preview (1).png|Liquorice Swirl order.png,52|61,Nearly impossible,9,
731,50,Marshmallow_Mountains,Ingredients,20,140000,: 14,Gummi Dragon order.png,14,Hard,6,
732,50,Marshmallow_Mountains,Mixed,20,190000,: 76 : 4,Double jelly-removebg-preview.png|Gummi Dragon order.png,76|4,Extremely hard,8,
733,50,Marshmallow_Mountains,Order,25,5000,: 8 : 38,Chocolate order.png|Icing order new.png,8|38,Hard,6,
734,50,Marshmallow_Mountains,Ingredients,26,380000,: 38,Gummi Dragon order.png,38,Very hard,7,Formerly one of the hardest levels in the game.
735,50,Marshmallow_Mountains,Mixed,22,130000,: 39 : 135 : 132,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,39|135|132,Extremely hard,8,Former hardest moves level
736,50,Marshmallow_Mountains,Jelly,25,83000,: 120 : 13,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,120|13,Extremely hard,8,
737,50,Marshmallow_Mountains,Order,19,22200,: 78 : 134,Rainbow Twist order.png|Bubblegum Pop order.png,78|134,Extremely hard,8,
738,50,Marshmallow_Mountains,Mixed,28,320000,: 40 : 24,Double jelly-removebg-preview.png|Gummi Dragon order.png,40|24,Hard,6,
739,50,Marshmallow_Mountains,Jelly,19,146500,: 104 : 62,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,104|62,Very hard,7,
740,50,Marshmallow_Mountains,Order,28,13000,: 51 : 39,One-layered Toffee Swirl.png|Icing order new.png,51|39,Extremely hard,8,
741,51,Marmalade_Meadow,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Medium,4,
742,51,Marmalade_Meadow,Jelly,20,145000,: 39 : 69,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,39|69,Nearly impossible,9,
743,51,Marmalade_Meadow,Order,25,7800,: 16 : 42,Liquorice Swirl order.png|Multilayered frosting 2024 FTUE order.png,16|42,Very easy,1,
744,51,Marmalade_Meadow,Mixed,30,200000,: 73 : 7,Double jelly-removebg-preview.png|Gummi Dragon order.png,73|7,Medium,4,
745,51,Marmalade_Meadow,Jelly,24,159000,: 39 : 75,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,39|75,Extremely hard,8,
746,51,Marmalade_Meadow,Order,21,4900,: 7 : 14 : 30,Yellowcandy order.png|One-layered Toffee Swirl.png|Multilayered frosting 2024 FTUE order.png,7|14|30,Extremely hard,8,
747,51,Marmalade_Meadow,Mixed,21,138800,: 63 : 116,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,63|116,Very hard,7,
748,51,Marmalade_Meadow,Jelly,25,30000,: 3,Gummi Dragon order.png,3,Hard,6,
749,51,Marmalade_Meadow,Mixed,23,171000,: 130 : 69 : 10 : 15,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|One-layered Jelly Jar.png|One-layered Toffee Swirl.png,130|69|10|15,Extremely hard,8,
750,51,Marmalade_Meadow,Order,25,17700,: 95 : 74,Rainbow Twist order.png|One-layered Toffee Swirl.png,95|74,Extremely hard,8,
751,51,Marmalade_Meadow,Ingredients,25,150000,: 15,Gummi Dragon order.png,15,Medium,4,
752,51,Marmalade_Meadow,Jelly,21,140000,: 71,Double jelly-removebg-preview.png,71,Extremely hard,8,
753,51,Marmalade_Meadow,Order,25,9000,: 90,Rainbow Twist order.png,90,Very hard,7,
754,51,Marmalade_Meadow,Mixed,23,59500,: 221 : 20 : 65,Single jelly-removebg-preview (1).png|Liquorice Swirl order.png|One-layered Toffee Swirl.png,221|20|65,Extremely hard,8,
755,51,Marmalade_Meadow,Mixed,23,180000,: 59 : 2,Double jelly-removebg-preview.png|Gummi Dragon order.png,59|2,Very hard,7,
756,52,Chewy_Citadel,Ingredients,20,170000,: 20,Gummi Dragon order.png,20,Somewhat easy,3,
757,52,Chewy_Citadel,Jelly,20,89000,: 101 : 19,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,101|19,Hard,6,
758,52,Chewy_Citadel,Order,23,13000,: 100 : 30,One-layered Toffee Swirl.png|Bubblegum Pop order.png,100|30,Very easy,1,
759,52,Chewy_Citadel,Mixed,21,172000,: 72 : 3,Double jelly-removebg-preview.png|Gummi Dragon order.png,72|3,Nearly impossible,9,
760,52,Chewy_Citadel,Mixed,21,32500,: 104 : 51,Single jelly-removebg-preview (1).png|One-layered Toffee Swirl.png,104|51,Extremely hard,8,
761,52,Chewy_Citadel,Ingredients,25,160000,: 16,Gummi Dragon order.png,16,Somewhat easy,3,
762,52,Chewy_Citadel,Order,23,13200,: 132,One-layered Toffee Swirl.png,132,Extremely hard,8,
763,52,Chewy_Citadel,Jelly,21,126000,: 9 : 58,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,9|58,Easy,2,
764,52,Chewy_Citadel,Mixed,22,115000,: 58 : 10,Double jelly-removebg-preview.png|Jelly Fish order 2.png,58|10,Nearly impossible,9,
765,52,Chewy_Citadel,Mixed,25,170000,: 61 : 4,Double jelly-removebg-preview.png|Gummi Dragon order.png,61|4,Somewhat easy,3,
766,52,Chewy_Citadel,Order,27,4000,: 41,Liquorice Swirl order.png,41,Easy,2,
767,52,Chewy_Citadel,Mixed,21,176000,: 81 : 175,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,81|175,Nearly impossible,9,
768,52,Chewy_Citadel,Ingredients,27,170000,: 17,Gummi Dragon order.png,17,Somewhat easy,3,
769,52,Chewy_Citadel,Jelly,20,108000,: 130 : 39,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,130|39,Nearly impossible,9,
770,52,Chewy_Citadel,Order,22,24000,: 132 : 84,One-layered Toffee Swirl.png|Bubblegum Pop order.png,132|84,Extremely hard,8,
771,53,Eggnog_Emporium,Ingredients,26,40000,: 4,Gummi Dragon order.png,4,Easy,2,was introducedThis level used to be a moves level
772,53,Eggnog_Emporium,Mixed,20,202000,: 108 : 35 : 5,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,108|35|5,Somewhat easy,3,
773,53,Eggnog_Emporium,Order,20,19000,: 85 : 85,Bubblegum Pop order.png|Liquorice Swirl order.png,85|85,Very easy,1,
774,53,Eggnog_Emporium,Jelly,24,120000,: 63,Double jelly-removebg-preview.png,63,Hard,6,
775,53,Eggnog_Emporium,Mixed,21,140000,: 69 : 20 : 10,Double jelly-removebg-preview.png|Jelly Fish order 2.png|Liquorice Swirl order.png,69|20|10,Nearly impossible,9,
776,53,Eggnog_Emporium,Ingredients,20,160000,: 16,Gummi Dragon order.png,16,Medium,4,
777,53,Eggnog_Emporium,Mixed,21,170000,: 46 : 8,Double jelly-removebg-preview.png|Gummi Dragon order.png,46|8,Medium,4,
778,53,Eggnog_Emporium,Order,25,10000,: 5,Color bomb (trans).png,5,Somewhat easy,3,
779,53,Eggnog_Emporium,Ingredients,21,140000,: 14,Gummi Dragon order.png,14,Somewhat easy,3,
780,53,Eggnog_Emporium,Mixed,25,103400,: 91 : 31 : 80,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|One-layered Toffee Swirl.png,91|31|80,Nearly impossible,9,
781,53,Eggnog_Emporium,Jelly,24,15000,: 65,Single jelly-removebg-preview (1).png,65,Easy,2,
782,53,Eggnog_Emporium,Order,22,5000,: 60,Bubblegum Pop order.png,60,Extremely hard,8,
783,53,Eggnog_Emporium,Mixed,25,50000,: 25 : 8 : 1,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,25|8|1,Easy,2,
784,53,Eggnog_Emporium,Jelly,32,100000,: 13 : 57,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,13|57,Extremely hard,8,
785,53,Eggnog_Emporium,Order,23,11300,: 55,One-layered Toffee Swirl.png,55,Nearly impossible,9,
786,54,Fudge_Fjord,Jelly,25,41000,: 179,Single jelly-removebg-preview (1).png,179,Hard,6,
787,54,Fudge_Fjord,Mixed,24,220000,: 70 : 8,Double jelly-removebg-preview.png|Gummi Dragon order.png,70|8,Extremely hard,8,
788,54,Fudge_Fjord,Order,25,8200,: 12 : 40 : 30,Yellowcandy order.png|Bubblegum Pop order.png|Liquorice Swirl order.png,12|40|30,Very easy,1,
789,54,Fudge_Fjord,Jelly,35,140000,: 72,Double jelly-removebg-preview.png,72,Hard,6,
790,54,Fudge_Fjord,Mixed,20,70300,: 169 : 16 : 13 : 72,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Yellowcandy order.png|One-layered Toffee Swirl.png,169|16|13|72,Nearly impossible,9,
791,54,Fudge_Fjord,Ingredients,25,160000,: 16,Gummi Dragon order.png,16,Very easy,1,
792,54,Fudge_Fjord,Order,20,10100,: 95 : 6,Multilayered frosting 2024 FTUE order.png|Liquorice Swirl order.png,95|6,Extremely hard,8,Last moves level that was released in 2014
793,54,Fudge_Fjord,Mixed,25,154000,: 55 : 2,Single jelly-removebg-preview (1).png|Gummi Dragon order.png,55|2,Extremely hard,8,
794,54,Fudge_Fjord,Mixed,24,133200,: 61 : 62 : 9,Double jelly-removebg-preview.png|One-layered Toffee Swirl.png|Liquorice Swirl order.png,61|62|9,Extremely hard,8,
795,54,Fudge_Fjord,Jelly,20,98000,: 49,Double jelly-removebg-preview.png,49,Extremely hard,8,Formerly last Candy Order level that was released in 2014
796,54,Fudge_Fjord,Order,25,11300,: 69 : 4 : 23,Bubblegum Pop order.png|Yellowcandy order.png|Multilayered frosting 2024 FTUE order.png,69|4|23,Medium,4,
797,54,Fudge_Fjord,Mixed,20,176000,: 68 : 4,Double jelly-removebg-preview.png|Gummi Dragon order.png,68|4,Extremely hard,8,
798,54,Fudge_Fjord,Ingredients,25,10000,: 1,Gummi Dragon order.png,1,Medium,4,Last Ingredients level that was released in 2014
799,54,Fudge_Fjord,Jelly,23,106000,: 53,Double jelly-removebg-preview.png,53,Somewhat hard,5,
800,54,Fudge_Fjord,Order,31,13900,: 125 : 14,Multilayered frosting 2024 FTUE order.png|Yellowcandy order.png,125|14,Extremely hard,8,Last Jelly and Reality level that was released in 2014
801,55,Caramel_Clearing,Jelly,23,78000,: 39,Double jelly-removebg-preview.png,39,Hard,6,First Reality level that was released in 2015 and introduction of liquorice shell
802,55,Caramel_Clearing,Ingredients,23,40000,: 2,Gummi Dragon order.png,2,Extremely hard,8,
803,55,Caramel_Clearing,Jelly,17,200000,: 77,Double jelly-removebg-preview.png,77,Hard,6,
804,55,Caramel_Clearing,Jelly,25,30000,: 15,Double jelly-removebg-preview.png,15,Somewhat easy,3,
805,55,Caramel_Clearing,Mixed,23,84000,: 32 : 2,Double jelly-removebg-preview.png|Gummi Dragon order.png,32|2,Somewhat easy,3,
806,55,Caramel_Clearing,Order,28,65000,: 110 : 110,Greencandy order.png|Bluecandy order.png,110|110,Somewhat hard,5,
807,55,Caramel_Clearing,Order,26,30000,: 15 : 15,Wrapped2 (trans).png|Striped2 (trans).png,15|15,Hard,6,
808,55,Caramel_Clearing,Jelly,30,44000,: 4 : 33,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|33,Medium,4,
809,55,Caramel_Clearing,Jelly,37,40000,: 15 : 16,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,15|16,Medium,4,
810,55,Caramel_Clearing,Jelly,33,52000,: 6 : 23,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|23,Medium,4,
811,55,Caramel_Clearing,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Very easy,1,
812,55,Caramel_Clearing,Ingredients,20,15000,: 1,Gummi Dragon order.png,1,Very hard,7,
813,55,Caramel_Clearing,Ingredients,35,40000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
814,55,Caramel_Clearing,Jelly,25,66000,: 81,Double jelly-removebg-preview.png,81,Somewhat hard,5,
815,55,Caramel_Clearing,Jelly,26,100000,: 50,Double jelly-removebg-preview.png,50,Somewhat easy,3,Introduction of second stage liquorice shell
816,56,Candy_Calaboose,Jelly,35,70000,: 47,Double jelly-removebg-preview.png,47,Easy,2,
817,56,Candy_Calaboose,Ingredients,29,20000,: 2,Gummi Dragon order.png,2,Very easy,1,
818,56,Candy_Calaboose,Ingredients,21,20000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
819,56,Candy_Calaboose,Order,24,15000,: 99 : 10,Redcandy order.png|Wrapped2 (trans).png,99|10,Extremely hard,8,
820,56,Candy_Calaboose,Order,25,50000,: 13 : 7,Wrapped2 (trans).png|Color bomb (trans).png,13|7,Hard,6,
821,56,Candy_Calaboose,Order,24,50000,: 20 : 15 : 5,Striped2 (trans).png|Wrapped2 (trans).png|Color bomb (trans).png,20|15|5,Somewhat hard,5,
822,56,Candy_Calaboose,Jelly,25,30000,: 45,Single jelly-removebg-preview (1).png,45,Very easy,1,
823,56,Candy_Calaboose,Jelly,20,100000,: 32 : 44,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,32|44,Very easy,1,
824,56,Candy_Calaboose,Order,29,50000,: 30,Striped2 (trans).png,30,Easy,2,
825,56,Candy_Calaboose,Ingredients,29,30000,: 3,Gummi Dragon order.png,3,Easy,2,
826,56,Candy_Calaboose,Jelly,20,30000,: 4 : 26,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|26,Somewhat hard,5,
